no,name_of_member,state,party,term_start,term_end,vacation_date_reason,vacation_date,vacation_reason,party_normalized
105,Khuntia Shri Rama Chandra,Odisha,INC,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,INDIAN NATIONAL CONGRESS
107,Kidwai Dr. A.R.,National Capital Territory of Delhi,INC,2000-01-28,2006-01-27,07/07/2004 Resignation,2004-07-07,Resignation,INDIAN NATIONAL CONGRESS
110,Kidwai Smt. Mohsina,Chhattisgarh,INC,2004-06-30,2010-06-29,Retirement,2010-06-29,Retirement,INDIAN NATIONAL CONGRESS
118,Kondaiah Shri K.C.,Karnataka,INC,2000-01-14,2002-04-09,09/04/2002 Retirement,2002-04-09,Retirement,INDIAN NATIONAL CONGRESS
119,Kore Dr. Prabhakar,Karnataka,BJP,2008-06-26,2014-06-25,Retirement,2014-06-25,Retirement,BHARTIYA JANTA PARTY
121,Koshyari Shri Bhagat Singh,Uttarakhand,BJP,2008-11-26,2014-11-25,16/05/2014 Elected to Lok Sabha,2014-05-16,ElectedtoLokSabha,BHARTIYA JANTA PARTY
123,Kovind Shri Ram Nath,Uttar Pradesh,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
129,Krishna Shri S.M.,Karnataka,INC,2008-06-26,2014-06-25,Retirement,2014-06-25,Retirement,INDIAN NATIONAL CONGRESS
134,Krishnamurthy K. Shri Jana,Gujarat,BJP,2002-04-10,2008-04-09,25/09/2007 Death,2007-09-25,Death,BHARTIYA JANTA PARTY
140,Kshatriya Prof. Alka Balram,Gujarat,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
140,Kshatriya Prof. Alka Balram,Gujarat,INC,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,INDIAN NATIONAL CONGRESS
150,Kumaran Shri K.P.K.,Tamil Nadu,DMK,2006-07-11,2007-07-24,Retirement,2007-07-24,Retirement,DRAVIDA MUNNETRA KAZHAGAM
161,Kurien Prof. P.J.,Kerala,INC,2005-01-10,2006-07-01,Retirement,2006-07-01,Retirement,INDIAN NATIONAL CONGRESS
161,Kurien Prof. P.J.,Kerala,INC,2006-07-02,2012-07-01,Retirement,2012-07-01,Retirement,INDIAN NATIONAL CONGRESS
2,Lad Shri Anil H.,Karnataka,INC,2008-06-26,2014-06-25,20/05/2013 Resignation,2013-05-20,Resignation,INDIAN NATIONAL CONGRESS
16,Lalhming Liana Shri,Mizoram,MNF,2002-07-19,2008-07-18,Retirement,2008-07-18,Retirement,MIZO NATIONAL FRONT
16,Lalhming Liana Shri,Mizoram,MNF,2008-07-19,2014-07-18,Retirement,2014-07-18,Retirement,MIZO NATIONAL FRONT
19,Lalu Prasad Shri,Bihar,RJD,2002-04-10,2008-04-09,13/05/2004 Elected to Lok Sabha,2004-05-13,ElectedtoLokSabha,RASHTRIYA JANATA DAL
21,Lath Shri Surendra,Odisha,BJP,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,BHARTIYA JANTA PARTY
27,Lepcha Shri O.T.,Sikkim,SDF,2006-02-24,2012-02-23,Retirement,2012-02-23,Retirement,SIKKIM DEMOCRATIC FRONT
34,Lodha Dr. Chhattrapal Singh,Odisha,BJP,2004-07-02,2005-12-18,23/12/2005 Disqualification,2005-12-23,Disqualification,BHARTIYA JANTA PARTY
1,Madani Shri Mahmood A.,Uttar Pradesh,RLD,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,RASHTRIYA LOK DAL
5,Madhu Shri Penumalli,Andhra Pradesh,CPI(M),2004-06-22,2010-06-21,Retirement,2010-06-21,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
8,Mahajan Shri Pramod,Maharashtra,BJP,2004-07-05,2010-07-04,03/05/2006 Death,2006-05-03,Death,BHARTIYA JANTA PARTY
9,Mahajan Smt. Sumitra,Haryana,INLD,2002-04-10,2008-04-09,19/01/2007 Death,2007-01-19,Death,INDIAN NATIONAL LOK DAL
15,Maharaj Dr. Swami Sakshi Ji,Uttar Pradesh,SP,2000-04-03,2006-03-21,21/03/2006 Disqualification,2006-03-21,Disqualification,SAMAJWADI PARTY
17,Mahendra Mohan Shri,Uttar Pradesh,SP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,SAMAJWADI PARTY
20,Maheshwari Shri P.K.,Madhya Pradesh,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
30,Maitreyan Dr. V.,Tamil Nadu,AIADMK,2002-01-15,2004-06-29,Retirement,2004-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
30,Maitreyan Dr. V.,Tamil Nadu,AIADMK,2007-07-25,2013-07-24,Retirement,2013-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
33,Majhi Shri Bhagirathi,Odisha,BJP,2006-03-24,2010-07-01,Retirement,2010-07-01,Retirement,BHARTIYA JANTA PARTY
37,Majitha Shri Raj Mohinder Singh,Punjab,SAD,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,SHIROMANI AKALI DAL
39,Majumdar Shri Chittabrata,West Bengal,CPI(M),2004-06-30,2005-08-18,Retirement,2005-08-18,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
39,Majumdar Shri Chittabrata,West Bengal,CPI(M),2005-08-19,2011-08-18,20/02/2007 Death,2007-02-20,Death,COMMUNIST PARTY OF INDIA (MARXIST)
44,Malaisamy Dr. K.,Tamil Nadu,AIADMK,2004-06-30,2010-06-29,Retirement,2010-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
52,Malihabadi Shri Ahmad Saeed,West Bengal,IND.,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,INDEPENDENT
53,Malik Shri Harendra Singh,Haryana,INLD,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL LOK DAL
62,Mallya Dr. Vijay,Karnataka,IND.,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDEPENDENT
64,Man Singh Rao,Haryana,INLD,2001-06-06,2004-08-01,01/08/2004 Retirement,2004-08-01,Retirement,INDIAN NATIONAL LOK DAL
65,Manaklao Dr. Narayan Singh,Nominated,BJP,2003-08-27,2009-08-26,Retirement,2009-08-26,Retirement,BHARTIYA JANTA PARTY
68,Mandal Shri Mangani Lal,Bihar,RJD,2004-06-23,2008-04-09,Retirement,2008-04-09,Retirement,RASHTRIYA JANATA DAL
70,Mangala Kisan Shri,Odisha,BJD,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,BIJU JANATA DAL
73,Manhar Shri Bhagatram,Madhya Pradesh,INC,2000-04-03,2000-10-31,"",,"",INDIAN NATIONAL CONGRESS
73,Manhar Shri Bhagatram,Chhattisgarh,INC,2000-11-01,2006-04-02,19/06/2003 Death,2003-06-19,Death,INDIAN NATIONAL CONGRESS
74,Manhar Smt. Kamla,Chhattisgarh,INC,2003-09-26,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
83,Marandi Shri Stiphen,Jharkhand,JMM,2004-07-08,2010-07-07,16/03/2005 Disqualification,2005-03-16,Disqualification,JHARKHAND MUKTI MORCHA
86,Maroo Shri Ajay,Jharkhand,BJP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,BHARTIYA JANTA PARTY
99,Mayawati Km.,Uttar Pradesh,BSP,2004-07-05,2007-07-05,05/07/2007 Resignation,2007-07-05,Resignation,BAHUJAN SAMAJ PARTY
104,Meena Shri Moolchand,Rajasthan,INC,2000-04-04,2006-04-03,Retirement,2006-04-03,Retirement,INDIAN NATIONAL CONGRESS
105,Meghe Shri Datta,Maharashtra,NCP,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,NATIONALIST CONGRESS PARTY
135,Mishra Shri Janeshwar,Uttar Pradesh,SP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,SAMAJWADI PARTY
135,Mishra Shri Janeshwar,Uttar Pradesh,SP,2006-04-03,2012-04-02,22/01/2010 Death,2010-01-22,Death,SAMAJWADI PARTY
137,Mishra Shri Kalraj,Uttar Pradesh,BJP,2001-06-07,2006-04-02,02/04/2006 Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
137,Mishra Shri Kalraj,Uttar Pradesh,BJP,2006-04-03,2012-04-02,21/03/2012 Resignation,2012-03-21,Resignation,BHARTIYA JANTA PARTY
154,Misra Shri Vidya Nivas,Nominated,NOM.,2003-08-27,2009-08-26,14/02/2005 Death,2005-02-14,Death,""
158,Mitra Dr. Chandan,Nominated,NOM.,2003-08-27,2009-08-26,Retirement,2009-08-26,Retirement,""
179,Mohanty Shri Kishore Kumar,Odisha,BJD,2009-08-06,2012-04-03,Retirement,2012-04-03,Retirement,BIJU JANATA DAL
184,Mohapatra Shri Pyarimohan,Odisha,BJD,2004-07-02,2010-07-01,Retirement,2010-07-01,Retirement,BIJU JANATA DAL
189,Mohite-Patil Shri Ranjitsinh Vijaysinh,Maharashtra,NCP,2009-08-04,2012-04-02,Retirement,2012-04-02,Retirement,NATIONALIST CONGRESS PARTY
194,Moinul Hassan Shri,West Bengal,CPI(M),2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
207,Mukherjee Shri Dipankar,West Bengal,CPI(M),2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
212,Mukherji Dr. Barun,West Bengal,AIFB,2006-04-03,2008-05-06,06/05/2008 Resignation,2008-05-06,Resignation,ALL INDIA FORWARD BLOCK
212,Mukherji Dr. Barun,West Bengal,AIFB,2008-11-18,2014-04-02,Retirement,2014-04-02,Retirement,ALL INDIA FORWARD BLOCK
214,Mukut Mithi Shri,Arunachal Pradesh,INC,2008-05-27,2014-05-26,Retirement,2014-05-26,Retirement,INDIAN NATIONAL CONGRESS
217,Mullana Shri Faqir Chand,Haryana,INLD,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL LOK DAL
226,Murthy Shri K. B. Krishna,Karnataka,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
227,Murthy Shri M. Rajasekara,Karnataka,BJP,2000-04-03,2006-04-02,10/11/2005 Resignation,2005-11-10,Resignation,BHARTIYA JANTA PARTY
227,Murthy Shri M. Rajasekara,Karnataka,JD(S),2006-04-03,2012-04-02,05/12/2010 Death,2010-12-05,Death,JANATA DAL  (SECULAR)
10,Naidu Shri M. Venkaiah,Karnataka,BJP,2004-07-01,2010-06-30,Retirement,2010-06-30,Retirement,BHARTIYA JANTA PARTY
20,Naik Shri Shantaram,Goa,INC,2005-07-29,2011-07-28,Retirement,2011-07-28,Retirement,INDIAN NATIONAL CONGRESS
30,Nandamuri Harikrishna Shri,Andhra Pradesh,TDP,2008-04-10,2014-04-09,22/08/2013 Resignation,2013-08-22,Resignation,TELUGU DESAM PARTY
31,Nandi Yellaiah Shri,Andhra Pradesh,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
31,Nandi Yellaiah Shri,Andhra Pradesh,INC,2008-04-10,2014-04-09,14/03/2014 Resignation,2014-03-14,Resignation,INDIAN NATIONAL CONGRESS
39,Narayanan Shri P. G.,Tamil Nadu,AIADMK,2001-07-25,2007-07-24,Retirement,2007-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
42,Narayanasamy Shri V.,Puducherry,INC,2003-10-07,2009-10-06,16/05/2009 Elected to Lok Sabha,2009-05-16,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS
49,Natarajan Smt. Jayanthi,Tamil Nadu,INC,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,INDIAN NATIONAL CONGRESS
50,Natchiappan Dr. E.M. Sudarsana,Tamil Nadu,INC,2004-06-30,2010-06-29,Retirement,2010-06-29,Retirement,INDIAN NATIONAL CONGRESS
53,Natwar Singh Shri K.,Rajasthan,INC,2002-04-10,2008-04-09,23/02/2008 Resignation,2008-02-23,Resignation,INDIAN NATIONAL CONGRESS
56,Nayak Dr. Radhakant,Odisha,INC,2004-07-02,2010-07-01,Retirement,2010-07-01,Retirement,INDIAN NATIONAL CONGRESS
65,Nirupam Shri Sanjay,Maharashtra,SS,2000-04-03,2006-04-02,18/03/2005 Resignation,2005-03-18,Resignation,SHIV SENA
66,Nishad Shri Jai Narain Prasad,Bihar,BJP,2004-07-08,2010-07-07,26/03/2008 Disqualification,2008-03-26,Disqualification,BHARTIYA JANTA PARTY
67,Nishad Shri Vidya Sagar,Bihar,RJD,2004-06-23,2006-04-02,Retirement,2006-04-02,Retirement,RASHTRIYA JANATA DAL
1,Pachouri Shri Suresh,Madhya Pradesh,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
6,Pal Shri Shriram,Uttar Pradesh,BSP,2009-06-19,2010-07-04,Retirement,2010-07-04,Retirement,BAHUJAN SAMAJ PARTY
12,Panda Shri B. J.,Odisha,BJD,2000-04-04,2006-04-03,Retirement,2006-04-03,Retirement,BIJU JANATA DAL
12,Panda Shri B. J.,Odisha,BJD,2006-04-04,2012-04-03,16/05/2009 Elected to Lok Sabha,2009-05-16,ElectedtoLokSabha,BIJU JANATA DAL
36,Pany Shri Rudra Narayan,Odisha,BJP,2004-06-24,2006-04-03,Retirement,2006-04-03,Retirement,BHARTIYA JANTA PARTY
36,Pany Shri Rudra Narayan,Odisha,BJP,2006-04-04,2012-04-03,Retirement,2012-04-03,Retirement,BHARTIYA JANTA PARTY
48,Parmar Shri Bharatsinh Prabhatsinh,Gujarat,BJP,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,BHARTIYA JANTA PARTY
49,Parmar Shri Kripal,Himachal Pradesh,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
54,Pasha Shri Syed Azeez,Andhra Pradesh,CPI,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,COMMUNIST PARTY OF INDIA
58,Patel Dr. A. K.,Gujarat,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
64,Patel Shri Kanjibhai,Gujarat,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
65,Patel Shri Keshubhai S.,Gujarat,BJP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,BHARTIYA JANTA PARTY
69,Patel Shri Mukesh R.,Maharashtra,NCP,2002-04-03,2008-04-02,15/06/2002 Death,2002-06-15,Death,NATIONALIST CONGRESS PARTY
73,Patel Shri Surendra Motilal,Gujarat,BJP,2005-08-19,2011-08-18,Retirement,2011-08-18,Retirement,BHARTIYA JANTA PARTY
78,Pathak Shri Brajesh,Uttar Pradesh,BSP,2008-11-26,2014-11-25,Retirement,2014-11-25,Retirement,BAHUJAN SAMAJ PARTY
80,Pathak Shri Saman,West Bengal,CPI(M),2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
90,Patil Shri Shivraj Vishwanath,Maharashtra,INC,2004-07-05,2010-07-04,21/01/2010 Resignation,2010-01-21,Resignation,INDIAN NATIONAL CONGRESS
109,Perumal Shri C.,Tamil Nadu,AIADMK,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
113,Pilania Dr. Gyan Prakash,Rajasthan,BJP,2004-06-29,2008-04-09,Retirement,2008-04-09,Retirement,BHARTIYA JANTA PARTY
113,Pilania Dr. Gyan Prakash,Rajasthan,BJP,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,BHARTIYA JANTA PARTY
116,Pillai Shri K. Chandran,Kerala,CPI(M),2003-04-22,2009-04-21,Retirement,2009-04-21,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
118,Pillai Shri Thennala G. Balakrishna,Kerala,INC,2003-04-22,2009-04-21,Retirement,2009-04-21,Retirement,INDIAN NATIONAL CONGRESS
123,Poojary Shri Janardhana,Karnataka,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
130,Pradhan Smt. Renubala,Odisha,BJD,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,BIJU JANATA DAL
135,Prakash Shri Jai,Uttar Pradesh,BSP,2009-08-04,2012-04-02,Retirement,2012-04-02,Retirement,BAHUJAN SAMAJ PARTY
136,Prasad Shri Abhay Kant,Jharkhand,BJP,2002-06-05,2004-07-07,Retirement,2004-07-07,Retirement,BHARTIYA JANTA PARTY
140,Prasad Shri Rajniti,Bihar,RJD,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,RASHTRIYA JANATA DAL
141,Prasad Shri Ravi Shankar,Bihar,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
141,Prasad Shri Ravi Shankar,Bihar,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
145,Premachandran Shri N. K.,Kerala,RSP,2000-07-02,2006-07-01,17/05/2006 Resignation,2006-05-17,Resignation,REVOLUTIONARY SOCIALIST PARTY
149,Punj Shri Balbir,Uttar Pradesh,BJP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,BHARTIYA JANTA PARTY
149,Punj Shri Balbir,Odisha,BJP,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,BHARTIYA JANTA PARTY
4,Raghavan Shri V.V.,Kerala,CPI,2000-07-02,2006-07-01,27/10/2004 Death,2004-10-27,Death,COMMUNIST PARTY OF INDIA
10,Rahman Shri Motiur,Bihar,RJD,2004-07-08,2010-07-07,18/12/2007 Death,2007-12-18,Death,RASHTRIYA JANATA DAL
14,Rai Smt. Kum Kum,Bihar,RJD,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,RASHTRIYA JANATA DAL
15,Rai Smt. Kusum,Uttar Pradesh,BJP,2008-11-26,2014-11-25,Retirement,2014-11-25,Retirement,BHARTIYA JANTA PARTY
18,Raikar Smt. Bimba,Karnataka,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
19,Raja Shri D.,Tamil Nadu,CPI,2007-07-25,2013-07-24,Retirement,2013-07-24,Retirement,COMMUNIST PARTY OF INDIA
27,Rajan Shri Ambeth,Uttar Pradesh,BSP,2007-09-26,2010-07-04,Retirement,2010-07-04,Retirement,BAHUJAN SAMAJ PARTY
28,Rajan Shri P.R.,Kerala,CPI(M),2006-07-02,2012-07-01,Retirement,2012-07-01,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
32,Rajasekharan Shri M.V.,Karnataka,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
33,Rajeeve Shri P.,Kerala,CPI(M),2009-04-22,2015-04-21,Retirement,2015-04-21,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
38,Rajkumar Dr. Alladi P.,Andhra Pradesh,TDP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,TELUGU DESAM PARTY
43,Raju Parmar Shri,Gujarat,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
45,Ram Prakash Dr.,Haryana,INC,2007-03-23,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
45,Ram Prakash Dr.,Haryana,INC,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,INDIAN NATIONAL CONGRESS
49,Ramachandraiah Shri C.,Andhra Pradesh,TDP,2004-06-22,2010-06-21,22/01/2009 Resignation,2009-01-22,Resignation,TELUGU DESAM PARTY
62,Ramaswamy Dr. M.A.M.,Karnataka,JD(S),2004-07-01,2010-06-30,Retirement,2010-06-30,Retirement,JANATA DAL  (SECULAR)
75,Rangarajan Dr. C.,Nominated,NOM.,2008-08-09,2010-06-23,10/08/2009 Resignation,2009-08-10,Resignation,""
76,Rangarajan Shri T.K.,Tamil Nadu,CPI(M),2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
86,Rao Dr. Dasari Narayana,Andhra Pradesh,INC,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,INDIAN NATIONAL CONGRESS
86,Rao Dr. Dasari Narayana,Andhra Pradesh,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
91,Rao Shri K. Rama Mohana,Andhra Pradesh,TDP,2000-04-03,2006-04-02,Retirement,2006-04-02,Retirement,TELUGU DESAM PARTY
93,Rao Dr. K.V.P. Ramachandra,Andhra Pradesh,INC,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,INDIAN NATIONAL CONGRESS
104,Rao Shri V. Hanumantha,Andhra Pradesh,INC,2004-06-22,2010-06-21,Retirement,2010-06-21,Retirement,INDIAN NATIONAL CONGRESS
110,Rashid Mirza Abdul,Jammu & Kashmir,J&KNC,2000-03-29,2002-11-29,29/11/2002 Retirement,2002-11-29,Retirement,JAMMU & KASHMIR NATIONAL CONFERENCE
111,Rashtrapal Shri Praveen,Gujarat,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
113,Ratanpuri Shri G. N.,Jammu & Kashmir,J&KNC,2009-08-04,2015-02-15,Retirement,2015-02-15,Retirement,JAMMU & KASHMIR NATIONAL CONFERENCE
119,Ratna Bai Smt. T.,Andhra Pradesh,INC,2008-04-10,2014-04-09,14/03/2014 Resignation,2014-03-14,Resignation,INDIAN NATIONAL CONGRESS
120,Raut Dr. Bharatkumar,Maharashtra,SS,2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,SHIV SENA
123,Rawat Shri Harish,Uttarakhand,INC,2002-11-26,2008-11-25,Retirement,2008-11-25,Retirement,INDIAN NATIONAL CONGRESS
126,Ray Shri Dilip,Odisha,IND.,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,INDEPENDENT
135,Rebello Ms. Mabel,Jharkhand,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
145,Reddy Shri G. Sanjeeva,Andhra Pradesh,INC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,INDIAN NATIONAL CONGRESS
155,Reddy Shri M.V. Mysura,Andhra Pradesh,TDP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,TELUGU DESAM PARTY
157,Reddy Dr. N. Janardhana,Andhra Pradesh,INC,2009-04-01,2010-06-21,Retirement,2010-06-21,Retirement,INDIAN NATIONAL CONGRESS
166,Reddy Shri Ravula Chandra Sekar,Andhra Pradesh,TDP,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,TELUGU DESAM PARTY
171,Reddy Dr. T. Subbarami,Andhra Pradesh,INC,2002-04-10,2008-04-09,Retirement,2008-04-09,Retirement,INDIAN NATIONAL CONGRESS
171,Reddy Dr. T. Subbarami,Andhra Pradesh,INC,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,INDIAN NATIONAL CONGRESS
184,Roy Shri Abani,West Bengal,RSP,2005-08-19,2011-08-18,Retirement,2011-08-18,Retirement,REVOLUTIONARY SOCIALIST PARTY
190,Roy Shri Mukul,West Bengal,AITC,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,ALL INDIA TRINAMOOL CONGRESS
191,Roy Shri Tarini Kanta,West Bengal,CPI(M),2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
191,Roy Shri Tarini Kanta,West Bengal,CPI(M),2008-04-03,2014-04-02,Retirement,2014-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
193,Rudy Shri Rajiv Pratap,Bihar,BJP,2008-07-04,2010-07-07,Retirement,2010-07-07,Retirement,BHARTIYA JANTA PARTY
196,Rupani Shri Vijaykumar,Gujarat,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
1,Sabharwal Shri Dharam Pal,Punjab,INC,2004-04-10,2010-04-09,Retirement,2010-04-09,Retirement,INDIAN NATIONAL CONGRESS
7,Sahay Shri Dayanand,Jharkhand,IND.,2001-07-19,2004-07-07,19/03/2002 Death,2002-03-19,Death,INDEPENDENT
8,Sahni Shri Mahendra,Bihar,JD(U),2006-04-03,2012-04-02,06/11/2009 Death,2009-11-06,Death,JANATA DAL (UNITED)
11,Sahu Shri Ram Narayan,Uttar Pradesh,SP,2004-07-05,2010-07-04,Retirement,2010-07-04,Retirement,SAMAJWADI PARTY
13,Sai Shri Nand Kumar,Chhattisgarh,BJP,2009-08-04,2010-06-29,Retirement,2010-06-29,Retirement,BHARTIYA JANTA PARTY
31,Samadani Shri M.P. Abdussamad,Kerala,ML,2000-07-02,2006-07-01,Retirement,2006-07-01,Retirement,MUSLIM LEAGUE
32,Samal Shri Man Mohan,Odisha,BJP,2000-04-04,2006-04-03,23/05/2004 Resignation,2004-05-23,Resignation,BHARTIYA JANTA PARTY
42,Sanghi Shri Gireesh Kumar,Andhra Pradesh,INC,2004-06-22,2010-06-21,Retirement,2010-06-21,Retirement,INDIAN NATIONAL CONGRESS
44,Sangma Shri Thomas,Meghalaya,NCP,2008-04-13,2014-04-12,04/02/2013 Resignation,2013-02-04,Resignation,NATIONALIST CONGRESS PARTY
56,Sarath Kumar Shri R.,Tamil Nadu,DMK,2001-07-25,2006-07-24,31/05/2006 Resignation,2006-05-31,Resignation,DRAVIDA MUNNETRA KAZHAGAM
60,Sarkar Shri Matilal,Tripura,CPI(M),2002-05-22,2004-04-02,Retirement,2004-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
60,Sarkar Shri Matilal,Tripura,CPI(M),2004-04-03,2010-04-02,Retirement,2010-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
77,Sayeed Shri P.M.,National Capital Territory of Delhi,INC,2004-08-10,2005-12-18,18/12/2005 Death,2005-12-18,Death,INDIAN NATIONAL CONGRESS
81,Seelam Shri Jesudasu,Andhra Pradesh,INC,2004-06-22,2010-06-21,Retirement,2010-06-21,Retirement,INDIAN NATIONAL CONGRESS
88,Selvan Shri Thanga Tamil,Tamil Nadu,AIADMK,2002-04-03,2008-04-02,Retirement,2008-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
95,Sen Shri Tapan Kumar,West Bengal,CPI(M),2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
98,Sengupta Shri Arjun Kumar,West Bengal,IND.,2005-08-19,2011-08-18,26/09/2010 Death,2010-09-26,Death,INDEPENDENT
105,Shafi Shri Mohammad,Jammu & Kashmir,J&KNC,2009-02-16,2015-02-15,12/01/2015 Resignation,2015-01-12,Resignation,JAMMU & KASHMIR NATIONAL CONFERENCE
117,Shanappa Shri K.B.,Karnataka,BJP,2006-04-03,2012-04-02,Retirement,2012-04-02,Retirement,BHARTIYA JANTA PARTY
118,Shanta Kumar Shri,Himachal Pradesh,BJP,2008-04-10,2014-04-09,Retirement,2014-04-09,Retirement,BHARTIYA JANTA PARTY
135,Sharma Shri Laxminarayan,Madhya Pradesh,BJP,2004-06-30,2010-06-29,17/10/2008 Death,2008-10-17,Death,BHARTIYA JANTA PARTY
